post_id,Post link,post_text,hook,hook_len,created_date,day_of_week,week,is_midweek,Post type,format_inferred,Content Type,is_article,Impressions,Views,Clicks,Likes,Comments,Reposts,reactions_total,engagements_total,engagement_rate,ctr,amplification_rate,conversation_rate,char_count,word_count,line_breaks,hashtag_count,hashtag_list,has_link,mention_count,emoji_count,has_question,cta_type,theme,length_band
7366726259323609088,https://www.linkedin.com/feed/update/urn:li:activity:7366726259323609088,"Unlock more opportunities for grants income without needing extra budget! With GrantsNow, you have multiple tools at your disposal to streamline Pre-Awards, enhance team performance, and get your organisation the funding it deserves.","Unlock more opportunities for grants income without needing extra budget! With GrantsNow, you have multiple tools at you",120,2025-08-28,Thursday,2025-08-25/2025-08-31,1,Organic,Image or text,,False,265,,6,10,0,0,10,16,0.06037735849056604,0.022641509433962263,0.0,0.0,233,33,0,0,,0,0,0,0,none,other,Short (25-60w)
7368175810119172097,https://www.linkedin.com/feed/update/urn:li:activity:7368175810119172097,"Been told there's only one option for Pre-Awards software?

Think again. GrantsNow offers a fully configurable, end-to-end Pre-Awards management platform with seamless ERP integration, intelligent dashboards, automated workflows, and compliance-ready reporting—all on a TRUE SaaS platform.

Take a look for yourself https://lnkd.in/dU2Brsef 

#grantsmanagement #grantsnow #preawards #erp #integration",Been told there's only one option for Pre-Awards software?,58,2025-09-01,Monday,2025-09-01/2025-09-07,0,Organic,Image or text,,False,95,,2,5,0,0,5,7,0.07368421052631578,0.021052631578947368,0.0,0.0,400,47,6,5,"grantsmanagement, grantsnow, preawards, erp, integration",1,0,0,1,none,product_capability,Short (25-60w)
7369015835589357568,https://www.linkedin.com/feed/update/urn:li:activity:7369015835589357568,"Imagine freeing up 35% of your team's time to work on only the most important tasks — that’s what GrantsNow can do by automating manual, repetitive tasks that bog down the grant submission process.

With more time available, your team can increase the number of funding applications they submit by over a third, leading to significantly more grant approvals and funding. More submissions mean more opportunities for research growth, and GrantsNow makes it happen efficiently.

#GrantsNow #TimeSavings #MoreSubmissions #grantsmanagement #educationtrends",Imagine freeing up 35% of your team's time to work on only the most important tasks — that’s what GrantsNow can do by au,120,2025-09-03,Wednesday,2025-09-01/2025-09-07,1,Organic,Image or text,,False,111,,0,4,0,0,4,4,0.036036036036036036,0.0,0.0,0.0,552,80,4,5,"GrantsNow, TimeSavings, MoreSubmissions, grantsmanagement, educationtrends",0,0,0,0,none,product_capability,Medium (60-120w)
7369323383039246336,https://www.linkedin.com/feed/update/urn:li:activity:7369323383039246336,"Stuck with outdated Pre-Awards technology that can't keep up with your institution's needs? GrantsNow offers a modern, highly configurable cloud solution built to adapt to rapid changes seamlessly.

Get in touch: https://lnkd.in/dU2Brsef 

#grantsnow #grantsmanagement #armauk #preawards","Stuck with outdated Pre-Awards technology that can't keep up with your institution's needs? GrantsNow offers a modern, h",120,2025-09-04,Thursday,2025-09-01/2025-09-07,1,Organic,Image or text,,False,148,,7,5,0,0,5,12,0.08108108108108109,0.0472972972972973,0.0,0.0,287,36,4,4,"grantsnow, grantsmanagement, armauk, preawards",1,0,0,1,contact,other,Short (25-60w)
7369710563532111874,https://www.linkedin.com/feed/update/urn:li:activity:7369710563532111874,"GrantsNow and Oracle have entered a strategic partnership to deliver a fully integrated Pre & Post Awards solution for research and higher education.
",GrantsNow and Oracle have entered a strategic partnership to deliver a fully integrated Pre & Post Awards solution for r,120,2025-09-05,Friday,2025-09-01/2025-09-07,0,Organic,Article,Article,True,202,218.0,17,8,1,1,10,27,0.13366336633663367,0.08415841584158416,0.0049504950495049506,0.0049504950495049506,150,23,1,0,,0,0,0,0,none,thought_leadership,Very short (<25w)
7369715983487356928,https://www.linkedin.com/feed/update/urn:li:activity:7369715983487356928,"GrantsNow, (A SaaS innovation for Grants management) are proud to sponsor Morley Youth U14 Stallions FC for their upcoming season. As part of our CSR policy, we are committed to supporting local initiatives that make a real impact, and our values strongly align with those of the club. Morley Youth FC fosters a positive, inclusive environment where young players can develop their skills, build confidence, and embrace being part of a team. We're excited to be part of their journey and look forward to seeing the team go from strength to strength!

#GrantsNow #MorleyYouthFC #Sponsors","GrantsNow, (A SaaS innovation for Grants management) are proud to sponsor Morley Youth U14 Stallions FC for their upcomi",120,2025-09-05,Friday,2025-09-01/2025-09-07,0,Organic,Image or text,,False,433,,25,20,0,1,21,46,0.10623556581986143,0.057736720554272515,0.0023094688221709007,0.0,586,95,2,3,"GrantsNow, MorleyYouthFC, Sponsors",0,0,0,0,none,other,Medium (60-120w)
7370854650696200192,https://www.linkedin.com/feed/update/urn:li:activity:7370854650696200192,"GrantsNow and Oracle have entered a strategic partnership to deliver a fully integrated Pre & Post Awards solution for research and higher education, now available on Oracle Marketplace. Read more: https://lnkd.in/djB-zNZq
 
#GrantsNow #Oracle #OracleCloud",GrantsNow and Oracle have entered a strategic partnership to deliver a fully integrated Pre & Post Awards solution for r,120,2025-09-08,Monday,2025-09-08/2025-09-14,0,Organic,Image or text,,False,165,,3,6,0,0,6,9,0.05454545454545454,0.01818181818181818,0.0,0.0,256,34,2,3,"GrantsNow, Oracle, OracleCloud",1,0,0,0,read,thought_leadership,Short (25-60w)
7371860130252103680,https://www.linkedin.com/feed/update/urn:li:activity:7371860130252103680,"Remove repetitive tasks and make every resource count. GrantsNow helps your team work faster, smarter, and more efficiently. Get in touch: https://lnkd.in/dU2Brsef

#GrantsNow #UnlockPotential #GrantsFunding #PreAwards","Remove repetitive tasks and make every resource count. GrantsNow helps your team work faster, smarter, and more efficien",120,2025-09-11,Thursday,2025-09-08/2025-09-14,1,Organic,Image or text,,False,130,,2,3,0,0,3,5,0.038461538461538464,0.015384615384615385,0.0,0.0,218,26,2,4,"GrantsNow, UnlockPotential, GrantsFunding, PreAwards",1,0,0,0,contact,other,Short (25-60w)
7372258449260302336,https://www.linkedin.com/feed/update/urn:li:activity:7372258449260302336,"Integration shouldn’t be an afterthought!

Many universities face unexpected challenges when connecting their Pre-Awards and ERP systems—no budget, no internal resources, just a complex headache.

GrantsNow eliminates this burden by managing all integrations seamlessly, so you can focus on securing more funding, not fixing IT issues. Want to know how? Connect with us: https://lnkd.in/dU2Brsef 

#grantsnow #preawards #research #tech #armauk #ERP #grantsmanagement",Integration shouldn’t be an afterthought!,41,2025-09-12,Friday,2025-09-08/2025-09-14,0,Organic,Image or text,,False,162,,2,3,0,0,3,5,0.030864197530864196,0.012345679012345678,0.0,0.0,466,61,6,7,"grantsnow, preawards, research, tech, armauk, ERP, grantsmanagement",1,0,0,1,none,thought_leadership,Medium (60-120w)
7378411438924541952,https://www.linkedin.com/feed/update/urn:li:activity:7378411438924541952,"With a team of 250+ consultants, we deliver new functionality in under 6 months, helping you stay ahead with the latest innovations quickly and efficiently.

Get in touch: https://lnkd.in/dU2Brsef

#GrantsNow #Innovation #ResearchFunding #GrantManagement #TechDriven #Efficiency #SeamlessIntegration #SmartSolutions #FundingSuccess #ARMAUK","With a team of 250+ consultants, we deliver new functionality in under 6 months, helping you stay ahead with the latest ",120,2025-09-29,Monday,2025-09-29/2025-10-05,0,Organic,Image or text,,False,182,,2,7,0,0,7,9,0.04945054945054945,0.01098901098901099,0.0,0.0,339,39,4,10,"GrantsNow, Innovation, ResearchFunding, GrantManagement, TechDriven, Efficiency, SeamlessIntegration, SmartSolutions, FundingSuccess, ARMAUK",1,0,0,0,contact,other,Short (25-60w)
7380945442945155072,https://www.linkedin.com/feed/update/urn:li:activity:7380945442945155072,"We know the options for Pre- and Post-Awards Management software are limited, especially when most are built on technology that’s nearly a decade old. GrantsNow is different. As a true SaaS solution, it comes with modern, pre-built integrations for ERP, Finance, and HR systems, bringing unmatched efficiency and innovation.

Get in touch: https://lnkd.in/dU2Brsef 

#grantsnow #grantsmanagement #preawards #postawards #SaaS","We know the options for Pre- and Post-Awards Management software are limited, especially when most are built on technolo",120,2025-10-06,Monday,2025-10-06/2025-10-12,0,Organic,Image or text,,False,189,,2,13,0,0,13,15,0.07936507936507936,0.010582010582010581,0.0,0.0,424,58,4,5,"grantsnow, grantsmanagement, preawards, postawards, SaaS",1,0,0,0,contact,other,Short (25-60w)
7380985954812977152,https://www.linkedin.com/feed/update/urn:li:activity:7380985954812977152,"How much time is your research development team losing by manually entering funding call information into your Pre-Awards platform? GrantsNow auto-populates funding calls and leverages AI to cut down search time.

Experience GrantsNow: https://lnkd.in/dU2Brsef

#grantsnow #preawards #grantsmanagement #armauk",How much time is your research development team losing by manually entering funding call information into your Pre-Award,120,2025-10-06,Monday,2025-10-06/2025-10-12,0,Organic,Image or text,,False,152,,3,5,0,0,5,8,0.05263157894736842,0.019736842105263157,0.0,0.0,309,38,4,4,"grantsnow, preawards, grantsmanagement, armauk",1,0,0,1,none,product_capability,Short (25-60w)
7381282192146051072,https://www.linkedin.com/feed/update/urn:li:activity:7381282192146051072,"Looking for a single cloud platform to manage both Pre- and Post-Awards, including Ethics and Contracts? GrantsNow delivers it all, fully integrated, highly configurable, and powered by modern Oracle Cloud technology.

Get in touch: https://lnkd.in/dU2Brsef

#grantsnow #grantsmanagement #preawards #postawards #cloud #SaaS","Looking for a single cloud platform to manage both Pre- and Post-Awards, including Ethics and Contracts? GrantsNow deliv",120,2025-10-07,Tuesday,2025-10-06/2025-10-12,1,Organic,Image or text,,False,174,,4,7,0,0,7,11,0.06321839080459771,0.022988505747126436,0.0,0.0,323,41,4,6,"grantsnow, grantsmanagement, preawards, postawards, cloud, SaaS",1,0,0,1,contact,other,Short (25-60w)
7381674779205869568,https://www.linkedin.com/feed/update/urn:li:activity:7381674779205869568,"Unlock smarter decision-making with GrantsNow. Gain deeper insights, automate data capture, and enable advanced reporting across your Pre-Awards process, all in one modern platform.

Experience GrantsNow: https://lnkd.in/dU2Brsef

#grantsnow #preawards #grantsmanagement #researchfunding","Unlock smarter decision-making with GrantsNow. Gain deeper insights, automate data capture, and enable advanced reportin",120,2025-10-08,Wednesday,2025-10-06/2025-10-12,1,Organic,Image or text,,False,174,,1,5,0,0,5,6,0.034482758620689655,0.005747126436781609,0.0,0.0,287,31,4,4,"grantsnow, preawards, grantsmanagement, researchfunding",1,0,0,0,none,product_capability,Short (25-60w)
7382038273923305472,https://www.linkedin.com/feed/update/urn:li:activity:7382038273923305472,"Arribatec Group and GrantsNow have partnered to transform research funding management for Unit4 customers in the UK.

The partnership brings together Arribatec’s deep ERP expertise and GrantsNow’s modern, AI-enabled Pre and Post-Awards platform to deliver a fully integrated solution for universities and research institutions.

Together, they’re helping research offices streamline workflows, ensure compliance, and gain complete visibility across the funding lifecycle.

#GrantsNow #Arribatec #Unit4 #GrantsManagement #ResearchFunding #HigherEducation #Innovation",Arribatec Group and GrantsNow have partnered to transform research funding management for Unit4 customers in the UK.,116,2025-10-09,Thursday,2025-10-06/2025-10-12,1,Organic,Image or text,,False,1390,,42,32,1,3,36,78,0.05611510791366906,0.030215827338129497,0.002158273381294964,0.0007194244604316547,565,68,6,7,"GrantsNow, Arribatec, Unit4, GrantsManagement, ResearchFunding, HigherEducation, Innovation",0,0,0,0,none,product_capability,Medium (60-120w)
7383460252458844161,https://www.linkedin.com/feed/update/urn:li:activity:7383460252458844161,"Looking for a complete Pre-Awards solution? GrantsNow delivers AI-powered funding discovery, seamless ERP integration, and true SaaS scalability built on Oracle Cloud.
Discover how it transforms research funding management: https://lnkd.in/dU2Brsef

#GrantsNow #PreAwards #Grants #Funding #YourSearchEndsHere","Looking for a complete Pre-Awards solution? GrantsNow delivers AI-powered funding discovery, seamless ERP integration, a",120,2025-10-13,Monday,2025-10-13/2025-10-19,0,Organic,Image or text,,False,214,,64,6,0,0,6,70,0.32710280373831774,0.29906542056074764,0.0,0.0,308,35,3,5,"GrantsNow, PreAwards, Grants, Funding, YourSearchEndsHere",1,0,0,1,learn_more,product_capability,Short (25-60w)
7383835973505138689,https://www.linkedin.com/feed/update/urn:li:activity:7383835973505138689,,,0,2025-10-14,Tuesday,2025-10-13/2025-10-19,1,Organic,Article,Article,True,181,166.0,4,5,0,0,5,9,0.049723756906077346,0.022099447513812154,0.0,0.0,0,0,0,0,,0,0,0,0,none,other,Very short (<25w)
7387095402111569922,https://www.linkedin.com/feed/update/urn:li:activity:7387095402111569922,"Want to protect your reputation through ethical governance in research funding? We can help you stay compliant and manage grants ethically.

Discover how GrantsNow makes it simple: https://lnkd.in/dU2Brsef

#GrantsNow #GrantsManagement #ResearchFunding #PreAwards #PostAwards #EthicalGovernance #Compliance #HigherEducation #ResearchIntegrity #FundingSuccess",Want to protect your reputation through ethical governance in research funding? We can help you stay compliant and manag,120,2025-10-23,Thursday,2025-10-20/2025-10-26,1,Organic,Image or text,,False,128,,0,4,0,0,4,4,0.03125,0.0,0.0,0.0,358,38,4,10,"GrantsNow, GrantsManagement, ResearchFunding, PreAwards, PostAwards, EthicalGovernance, Compliance, HigherEducation, ResearchIntegrity, FundingSuccess",1,0,0,1,learn_more,thought_leadership,Short (25-60w)
7391444159447998464,https://www.linkedin.com/feed/update/urn:li:activity:7391444159447998464,"With GrantsNow, you can assign responsibilities, control access, and ensure data security within a fully configurable and user-friendly platform built for research offices.

Learn more: https://lnkd.in/dU2Brsef 

#GrantsNow #GrantsManagement #PreAwards #ResearchFunding #DataSecurity #Compliance #HigherEducation","With GrantsNow, you can assign responsibilities, control access, and ensure data security within a fully configurable an",120,2025-11-04,Tuesday,2025-11-03/2025-11-09,1,Organic,Image or text,,False,95,,2,3,0,0,3,5,0.05263157894736842,0.021052631578947368,0.0,0.0,312,33,4,7,"GrantsNow, GrantsManagement, PreAwards, ResearchFunding, DataSecurity, Compliance, HigherEducation",1,0,0,0,learn_more,thought_leadership,Short (25-60w)
7391836752694652930,https://www.linkedin.com/feed/update/urn:li:activity:7391836752694652930,"GrantsNow empowers research offices to identify the right opportunities faster, streamline submissions, and increase funding success through automation and smart integrations. Find out how: https://lnkd.in/dU2Brsef 

#GrantsNow #ResearchFunding #GrantsManagement #PreAwards #HigherEducation #FundingSuccess #ResearchInnovation","GrantsNow empowers research offices to identify the right opportunities faster, streamline submissions, and increase fun",120,2025-11-05,Wednesday,2025-11-03/2025-11-09,1,Organic,Image or text,,False,124,,4,4,0,0,4,8,0.06451612903225806,0.03225806451612903,0.0,0.0,326,32,2,7,"GrantsNow, ResearchFunding, GrantsManagement, PreAwards, HigherEducation, FundingSuccess, ResearchInnovation",1,0,0,0,learn_more,product_capability,Short (25-60w)
7392538681380737024,https://www.linkedin.com/feed/update/urn:li:activity:7392538681380737024,"Frustrated with complex pricing and approval workflows? GrantsNow simplifies your Pre-Awards process so you can focus on securing more research funding.

#GrantsNow #PreAwards #ResearchFunding #GrantsManagement #HigherEducation",Frustrated with complex pricing and approval workflows? GrantsNow simplifies your Pre-Awards process so you can focus on,120,2025-11-07,Friday,2025-11-03/2025-11-09,0,Organic,Image or text,,False,113,,2,5,0,0,5,7,0.061946902654867256,0.017699115044247787,0.0,0.0,227,26,2,5,"GrantsNow, PreAwards, ResearchFunding, GrantsManagement, HigherEducation",0,0,0,1,none,thought_leadership,Short (25-60w)
7393633748526891008,https://www.linkedin.com/feed/update/urn:li:activity:7393633748526891008,"Access real-time cost comparisons with GrantsNow to make faster, more accurate funding decisions. Get in touch: https://lnkd.in/dU2Brsef

#GrantsNow #GrantsManagement #PreAwards #ResearchFunding #HigherEducation","Access real-time cost comparisons with GrantsNow to make faster, more accurate funding decisions. Get in touch: https://",120,2025-11-10,Monday,2025-11-10/2025-11-16,0,Organic,Image or text,,False,96,,2,2,0,0,2,4,0.041666666666666664,0.020833333333333332,0.0,0.0,211,22,2,5,"GrantsNow, GrantsManagement, PreAwards, ResearchFunding, HigherEducation",1,0,0,0,contact,other,Very short (<25w)
7394736819155881984,https://www.linkedin.com/feed/update/urn:li:activity:7394736819155881984,"Universities are uncovering significantly more funding opportunities by using a single platform that brings searchable global grant databases, custom alerts, and automation together. Want to find out how they’re doing it?

#GrantsNow #GrantsManagement #ResearchFunding #PreAwards #HigherEducation #FundingOpportunities",Universities are uncovering significantly more funding opportunities by using a single platform that brings searchable g,120,2025-11-13,Thursday,2025-11-10/2025-11-16,1,Organic,Image or text,,False,92,,1,6,0,0,6,7,0.07608695652173914,0.010869565217391304,0.0,0.0,318,37,2,6,"GrantsNow, GrantsManagement, ResearchFunding, PreAwards, HigherEducation, FundingOpportunities",0,0,0,1,learn_more,product_capability,Short (25-60w)
7395103993670107137,https://www.linkedin.com/feed/update/urn:li:activity:7395103993670107137,"Most Pre-Awards systems run on outdated tech. GrantsNow is the only UK solution built on state-of-the-art SaaS Cloud, giving universities a faster and more future-ready platform for research funding.

#GrantsNow #GrantsManagement #PreAwards #ResearchFunding #SaaS #HigherEducation #OracleCloud","Most Pre-Awards systems run on outdated tech. GrantsNow is the only UK solution built on state-of-the-art SaaS Cloud, gi",120,2025-11-14,Friday,2025-11-10/2025-11-16,0,Organic,Image or text,,False,129,,0,6,0,0,6,6,0.046511627906976744,0.0,0.0,0.0,293,36,2,7,"GrantsNow, GrantsManagement, PreAwards, ResearchFunding, SaaS, HigherEducation, OracleCloud",0,0,0,0,none,thought_leadership,Short (25-60w)
7396529450240192512,https://www.linkedin.com/feed/update/urn:li:activity:7396529450240192512,"Budgets are tight and research teams need tools that deliver real value. GrantsNow gives universities an affordable way to manage Pre-Awards work without the complexity. If you are looking for a smarter, budget friendly option, we can help.

#GrantsNow #ResearchFunding #HigherEducation #PreAwards #GrantsManagement #UniversityResearch",Budgets are tight and research teams need tools that deliver real value. GrantsNow gives universities an affordable way ,120,2025-11-18,Tuesday,2025-11-17/2025-11-23,1,Organic,Image or text,,False,103,,4,4,0,0,4,8,0.07766990291262135,0.038834951456310676,0.0,0.0,335,44,2,6,"GrantsNow, ResearchFunding, HigherEducation, PreAwards, GrantsManagement, UniversityResearch",0,0,0,0,none,thought_leadership,Short (25-60w)
7397273530310115328,https://www.linkedin.com/feed/update/urn:li:activity:7397273530310115328,"ERP integrations should not take 18 months. GrantsNow delivers faster, seamless connectivity so your team can focus on winning more funding, not waiting on integrations.

#GrantsNow #PreAwards #ERPIntegration #ResearchFunding #HigherEducation","ERP integrations should not take 18 months. GrantsNow delivers faster, seamless connectivity so your team can focus on w",120,2025-11-20,Thursday,2025-11-17/2025-11-23,1,Organic,Image or text,,False,135,,7,8,0,0,8,15,0.1111111111111111,0.05185185185185185,0.0,0.0,242,30,2,5,"GrantsNow, PreAwards, ERPIntegration, ResearchFunding, HigherEducation",0,0,0,0,none,community_celebration,Short (25-60w)
7398695652911915008,https://www.linkedin.com/feed/update/urn:li:activity:7398695652911915008,"Make your Pre Awards system work your way. With GrantsNow, you can quickly configure forms, fields, hierarchies and approval workflows without waiting on developers.

#ResearchFunding #PreAwards #ResearchManagement #GrantsNow","Make your Pre Awards system work your way. With GrantsNow, you can quickly configure forms, fields, hierarchies and appr",120,2025-11-24,Monday,2025-11-24/2025-11-30,0,Organic,Image or text,,False,119,,3,9,0,0,9,12,0.10084033613445378,0.025210084033613446,0.0,0.0,225,28,2,4,"ResearchFunding, PreAwards, ResearchManagement, GrantsNow",0,0,0,0,none,other,Short (25-60w)
7399446897091911680,https://www.linkedin.com/feed/update/urn:li:activity:7399446897091911680,"Research teams deserve tools that remove complexity, not add to it. GrantsNow streamlines key Pre and Post Award tasks so your staff can focus more on delivering impactful research, not admin.

#ResearchFunding #PreAwards #PostAwards #ResearchManagement #GrantsNow","Research teams deserve tools that remove complexity, not add to it. GrantsNow streamlines key Pre and Post Award tasks s",120,2025-11-26,Wednesday,2025-11-24/2025-11-30,1,Organic,Image or text,,False,125,,0,5,0,0,5,5,0.04,0.0,0.0,0.0,264,36,2,5,"ResearchFunding, PreAwards, PostAwards, ResearchManagement, GrantsNow",0,0,0,0,none,thought_leadership,Short (25-60w)
7400182916913422337,https://www.linkedin.com/feed/update/urn:li:activity:7400182916913422337,"Research teams are looking for tools that reduce workload, cut costs, and simplify Pre-Awards processes. Universities are now exploring modern, configurable platforms that deliver faster integrations, real-time insights, and better value.

#GrantsNow #ResearchFunding #PreAwards #HigherEducation #UniversityResearch #SaaS","Research teams are looking for tools that reduce workload, cut costs, and simplify Pre-Awards processes. Universities ar",120,2025-11-28,Friday,2025-11-24/2025-11-30,0,Organic,Image or text,,False,180,,57,5,0,0,5,62,0.34444444444444444,0.31666666666666665,0.0,0.0,321,37,2,6,"GrantsNow, ResearchFunding, PreAwards, HigherEducation, UniversityResearch, SaaS",0,0,0,0,none,thought_leadership,Short (25-60w)
