post_id,Post link,post_text,hook,hook_len,created_date,day_of_week,week,is_midweek,Post type,format_inferred,Content Type,Impressions,Views,Clicks,Likes,Comments,Reposts,reactions_total,engagements_total,engagement_rate,ctr,amplification_rate,conversation_rate,char_count,word_count,line_breaks,hashtag_count,hashtag_list,has_link,mention_count,emoji_count,has_question,cta_type,theme,length_band
7477323401225719808,https://www.linkedin.com/feed/update/urn:li:activity:7477323401225719808,"Are manual proposal updates across emails or spreadsheets slowing down your bid process? GrantsNow gives everyone a single dashboard with full visibility of every proposal, tailored to their dept/role.

We would be happy to connect: https://lnkd.in/dU2Brsef 

#GrantsManagement #ResearchOffice #PreAward #UKUniversities #HigherEducationUK",Are manual proposal updates across emails or spreadsheets slowing down your bid process? GrantsNow gives everyone a sing,120,2026-06-29,Monday,2026-06-29/2026-07-05,0,Organic,Image or text,,84,,4,3,0,0,3,7,0.08333333333333333,0.047619047619047616,0.0,0.0,338,41,4,5,"GrantsManagement, ResearchOffice, PreAward, UKUniversities, HigherEducationUK",1,0,0,1,none,product_capability,Short (25-60w)
7478022878341361664,https://www.linkedin.com/feed/update/urn:li:activity:7478022878341361664,"Role-based access helps universities give researchers, reviewers, finance teams, and administrators access only to the information they need, improving security, collaboration, and governance across the research funding lifecycle.

Download our whitepaper to learn more:
https://lnkd.in/eVuMpbP2

#ResearchManagement #GrantManagement #HigherEducation #ResearchFunding #DataGovernance #ResearchSupport #GrantsNow","Role-based access helps universities give researchers, reviewers, finance teams, and administrators access only to the i",120,2026-07-01,Wednesday,2026-06-29/2026-07-05,1,Organic,Image or text,,132,,4,3,0,0,3,7,0.05303030303030303,0.030303030303030304,0.0,0.0,411,42,5,7,"ResearchManagement, GrantManagement, HigherEducation, ResearchFunding, DataGovernance, ResearchSupport, GrantsNow",1,0,0,0,download,product_capability,Short (25-60w)
7478747715691008000,https://www.linkedin.com/feed/update/urn:li:activity:7478747715691008000,"Manually pulling together proposal details from multiple sources before you have even started writing is time nobody can afford. GrantsNow auto-populates your outline proposal directly from the funding call, cutting the admin so your researchers can focus on what actually wins Grants.

Would you like to know more? Get in touch: https://lnkd.in/dU2Brsef

#GrantsManagement #PreAward #ResearchOffice #UKUniversities #AIinResearch",Manually pulling together proposal details from multiple sources before you have even started writing is time nobody can,120,2026-07-03,Friday,2026-06-29/2026-07-05,0,Organic,Image or text,,191,,6,11,0,0,11,17,0.08900523560209424,0.031413612565445025,0.0,0.0,429,57,4,5,"GrantsManagement, PreAward, ResearchOffice, UKUniversities, AIinResearch",1,0,0,1,contact,other,Short (25-60w)
7478730620421025792,https://www.linkedin.com/feed/update/urn:li:activity:7478730620421025792,"The most valuable conversations at #ARMA2026 weren't about software. They were about the everyday challenges research teams face, from finding funding opportunities to managing disconnected systems and reporting. We share the key insights in our latest article.

ARMA UK (Association of Research Managers and Administrators)

#ResearchManagement #ResearchSupport #HigherEducation #GrantManagement #GrantsNow",The most valuable conversations at #ARMA2026 weren't about software. They were about the everyday challenges research te,120,2026-07-03,Friday,2026-06-29/2026-07-05,0,Organic,Article,Article,471,229.0,10,9,0,0,9,19,0.040339702760084924,0.021231422505307854,0.0,0.0,407,50,4,6,"ARMA2026, ResearchManagement, ResearchSupport, HigherEducation, GrantManagement, GrantsNow",0,0,0,0,none,event_presence,Short (25-60w)
7480198934196379648,https://www.linkedin.com/feed/update/urn:li:activity:7480198934196379648,"Missed feedback and multiple document versions can put funding applications at risk. Explore how a structured approach to proposal corrections helps universities reduce administrative effort and improve submission quality.

Download the whitepaper:
https://lnkd.in/gZQqbfDX

#GrantsNow #Whitepaper",Missed feedback and multiple document versions can put funding applications at risk. Explore how a structured approach t,120,2026-07-07,Tuesday,2026-07-06/2026-07-12,1,Organic,Image or text,,79,,5,3,0,0,3,8,0.10126582278481013,0.06329113924050633,0.0,0.0,297,35,5,2,"GrantsNow, Whitepaper",1,0,0,0,download,thought_leadership,Short (25-60w)
7480923737064689664,https://www.linkedin.com/feed/update/urn:li:activity:7480923737064689664,,,0,2026-07-09,Thursday,2026-07-06/2026-07-12,1,Organic,Article,Article,137,211.0,1,7,0,0,7,8,0.058394160583941604,0.0072992700729927005,0.0,0.0,0,0,0,0,,0,0,0,0,none,other,Very short (<25w)
7481020822741073920,https://www.linkedin.com/feed/update/urn:li:activity:7481020822741073920,"Proposal rework can become difficult to manage when feedback, document changes, and approvals are spread across multiple email threads.

Our latest whitepaper explores how keeping every discussion and decision linked to the proposal can improve collaboration, provide greater visibility, and help research teams keep submissions moving forward.

Download the free whitepaper: https://lnkd.in/gZQqbfDX

#GrantsNow #Whitepaper #ResearchManagement","Proposal rework can become difficult to manage when feedback, document changes, and approvals are spread across multiple",120,2026-07-09,Thursday,2026-07-06/2026-07-12,1,Organic,Image or text,,176,,4,10,0,1,11,15,0.08522727272727272,0.022727272727272728,0.005681818181818182,0.0,444,55,6,3,"GrantsNow, Whitepaper, ResearchManagement",1,0,0,0,download,pain_point,Short (25-60w)
7481391339167944706,https://www.linkedin.com/feed/update/urn:li:activity:7481391339167944706,"Researchers, administrators, reviewers, and finance teams each need access to different information throughout the funding lifecycle.

Our latest whitepaper explores how role-based access can help universities protect sensitive information, improve collaboration, and ensure every user sees the information relevant to their responsibilities.

Download it here: https://lnkd.in/eVuMpbP2

#GrantsNow #ResearchFunding #Whitepaper #Funding #Research","Researchers, administrators, reviewers, and finance teams each need access to different information throughout the fundi",120,2026-07-10,Friday,2026-07-06/2026-07-12,0,Organic,Image or text,,133,,3,8,0,0,8,11,0.08270676691729323,0.022556390977443608,0.0,0.0,446,51,6,5,"GrantsNow, ResearchFunding, Whitepaper, Funding, Research",1,0,0,0,download,product_capability,Short (25-60w)
7482820498771529728,https://www.linkedin.com/feed/update/urn:li:activity:7482820498771529728,"GrantsNow uses AI to surface relevant funding opportunities based on your research areas, favourite funders and team preferences. The right calls find you, not the other way around.

Book a demo: https://lnkd.in/dU2Brsef

#GrantsManagement #AIinResearch #Funding #ResearchOffice #HigherEducationUK
","GrantsNow uses AI to surface relevant funding opportunities based on your research areas, favourite funders and team pre",120,2026-07-14,Tuesday,2026-07-13/2026-07-19,1,Organic,Image or text,,118,,1,9,0,1,10,11,0.09322033898305085,0.00847457627118644,0.00847457627118644,0.0,298,37,5,5,"GrantsManagement, AIinResearch, Funding, ResearchOffice, HigherEducationUK",1,0,0,0,book_demo,product_capability,Short (25-60w)
7483460514187112449,https://www.linkedin.com/feed/update/urn:li:activity:7483460514187112449,,,0,2026-07-16,Thursday,2026-07-13/2026-07-19,1,Organic,Article,Article,66,180.0,1,1,0,0,1,2,0.030303030303030304,0.015151515151515152,0.0,0.0,0,0,0,0,,0,0,0,0,none,other,Very short (<25w)
7483483091794182144,https://www.linkedin.com/feed/update/urn:li:activity:7483483091794182144,"Proposal feedback, peer reviews, and approvals shouldn't disappear into inboxes. Discover how keeping every discussion linked to the proposal improves collaboration, visibility, and audit readiness.

Download the whitepaper: https://lnkd.in/e8u_9AzK

#GrantsNow #Research #PreAwards #GrantsManagement ","Proposal feedback, peer reviews, and approvals shouldn't disappear into inboxes. Discover how keeping every discussion l",120,2026-07-16,Thursday,2026-07-13/2026-07-19,1,Organic,Image or text,,79,,0,5,0,0,5,5,0.06329113924050633,0.0,0.0,0.0,301,33,4,4,"GrantsNow, Research, PreAwards, GrantsManagement",1,0,0,0,download,thought_leadership,Short (25-60w)
7483849474553966592,https://www.linkedin.com/feed/update/urn:li:activity:7483849474553966592,"Every proposal generates questions, feedback, and approvals. When they're managed across email, finding the right information becomes difficult, especially as submission volumes grow.
 
Learn how a single proposal record keeps every conversation in one place.
Download the whitepaper: https://lnkd.in/e8u_9AzK

#GrantsNow #Research #PreAwards #GrantsManagement ","Every proposal generates questions, feedback, and approvals. When they're managed across email, finding the right inform",120,2026-07-17,Friday,2026-07-13/2026-07-19,0,Organic,Image or text,,81,,1,2,0,0,2,3,0.037037037037037035,0.012345679012345678,0.0,0.0,361,43,5,4,"GrantsNow, Research, PreAwards, GrantsManagement",1,0,0,0,download,product_capability,Short (25-60w)
